Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R039066,2026-08-06 23:49,EFFICIENT_OPERATION,WHL-309,Wheel Loader,Medium Wheel Loader,13937.1,10.73,78.6,55.1,8.57,9.04,64.2,48.1,OP1049,Intermediate,4.0,Night,78.6,30.2,70.9,1,64.7,2.72,61.9,271,41.3,Standard,Reverse,2,1,19,87.5,4,Fastened,8.09,Worker,0,0.7,Clear,0,0,Cloudy,72.0,21.3,22.2,Dry,Flat,Zone B,Night_Floodlit,TSK-039066,Loading,2,735.8,735.8,164.4,0.063,157.4,228.2,32.8,37.4,MEDIUM,0,0.038,Normal,215.1,No_Incident,22.45
R037166,2026-08-07 00:13,PROXIMITY_HAZARD,EXC-208,Excavator,Large Excavator (30t class),6205.1,4.23,80.7,54.0,2.47,14.94,78.6,60.0,OP1110,Experienced,5.6,Night,67.3,36.6,71.8,2,62.7,2.11,68.3,233,64.8,Standard,Forward,2,0,8,80.8,4,Fastened,1.72,Vehicle,0,1.3,Violated,1,1,Fog,31.8,24.7,19.0,Dry,Flat,Zone A,Night_Floodlit,TSK-037166,Backfilling,4,489.7,489.7,122.7,0.156,83.3,199.6,48.9,75.1,CRITICAL,0,0.071,Normal,175.4,Vehicle_Interaction,10.02
R009859,2026-08-07 00:14,HIGH_LOAD_OPERATION,EXC-208,Excavator,Large Excavator (30t class),6089.3,4.23,81.5,61.4,0.54,25.09,75.8,73.6,OP1030,Intermediate,4.0,Night,74.8,13.6,57.1,1,45.5,2.95,93.4,371,19.1,Power,Swinging,1,3,12,80.3,0,Fastened,12.68,Vehicle,0,0.1,Clear,0,0,Cloudy,69.8,25.5,16.6,Dry,Flat,Zone B,Night_Floodlit,TSK-009859,Loading,2,1093.2,1093.2,233.6,0.732,207.7,172.4,73.9,7.5,LOW,0,0.07,Normal,48.7,No_Incident,14.79
R012958,2026-08-07 00:14,NORMAL_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),3865.3,2.53,78.1,57.6,2.05,12.45,78.1,53.0,OP1061,Experienced,8.4,Night,84.6,17.0,92.6,3,68.2,1.15,56.0,669,50.1,Standard,Forward,4,0,18,79.8,8,Fastened,12.85,Worker,0,1.7,Clear,0,0,Light_Rain,43.6,25.6,8.4,Wet,Flat,Zone B,Night_Poor,TSK-012958,Loading,4,766.2,766.2,179.9,0.723,194.1,375.6,82.3,16.5,LOW,0,0.1086,Normal,95.0,No_Incident,9.31
R012200,2026-08-07 00:16,NORMAL_OPERATION,WHL-309,Wheel Loader,Medium Wheel Loader,13990.4,10.73,82.6,60.3,3.73,13.65,67.7,74.5,OP1014,Experienced,5.2,Night,73.9,28.4,77.2,1,66.1,3.84,87.4,212,52.6,Standard,Reverse,5,4,15,80.6,2,Fastened,15.52,No_Object,0,14.0,Clear,0,0,Cloudy,75.7,27.8,46.0,Loose,Stockpile,Zone D,Night_Floodlit,TSK-012200,Loading,4,812.7,812.7,195.3,0.9,173.9,268.9,61.3,44.4,MEDIUM,0,0.4085,Normal,26.8,No_Incident,13.25
R023754,2026-08-07 00:37,NORMAL_OPERATION,EXC-203,Excavator,Large Excavator (30t class),14301.7,9.03,83.4,58.8,2.51,13.7,58.4,59.1,OP1097,Experienced,7.0,Night,82.4,37.3,83.9,2,80.2,2.63,82.0,96,34.8,Eco,Forward,2,1,8,96.2,1,Fastened,16.76,No_Object,0,0.9,Clear,0,0,Light_Rain,61.4,23.7,19.8,Wet,Flat,Zone C,Night_Floodlit,TSK-023754,Trenching,5,251.4,251.4,100.0,0.123,65.4,115.3,27.9,20.9,LOW,0,0.0235,Normal,104.3,No_Incident,9.03
R007816,2026-08-07 00:49,UNSAFE_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),2452.0,1.63,78.0,59.4,1.75,13.82,90.6,70.6,OP1060,Expert,14.1,Night,82.7,23.0,89.2,2,67.7,1.21,58.2,503,48.7,Standard,Forward,1,4,32,64.2,3,Unfastened,3.6,Structure,0,10.2,Warning,0,0,Heavy_Rain,32.2,21.2,10.3,Wet,Gentle_Slope,Zone A,Night_Floodlit,TSK-007816,Excavation,1,608.1,608.1,172.4,0.355,162.1,238.4,53.2,36.2,MEDIUM,1,0.9612,Erratic_Control,157.4,No_Incident,11.42
R026459,2026-08-07 00:56,EXCESSIVE_IDLE,EXC-206,Excavator,Large Excavator (30t class),12526.8,10.23,78.9,53.5,0.77,11.44,70.2,50.0,OP1008,Experienced,6.8,Night,69.6,26.6,86.3,0,63.2,2.65,81.2,279,106.1,Eco,Swinging,4,2,42,87.7,1,Fastened,10.21,Vehicle,0,1.3,Clear,0,0,Light_Rain,46.9,25.2,16.2,Wet,Flat,Zone B,Night_Floodlit,TSK-026459,Loading,2,739.8,739.8,163.7,0.12,140.6,272.1,53.0,18.4,LOW,1,0.9498,Excessive_Idle,235.9,No_Incident,13.96
R004411,2026-08-07 00:59,NORMAL_OPERATION,EXC-214,Excavator,Large Excavator (30t class),11739.4,8.53,80.3,60.3,2.56,18.07,63.9,70.8,OP1090,Experienced,8.5,Night,85.2,25.5,88.9,4,80.5,3.15,95.7,234,32.7,Standard,Forward,3,6,16,86.8,1,Fastened,8.33,Material_Pile,0,2.1,Clear,0,1,Light_Rain,44.3,23.4,18.7,Wet,Flat,Zone A,Night_Floodlit,TSK-004411,Excavation,2,733.3,733.3,160.8,0.335,146.7,148.3,46.9,35.7,MEDIUM,0,0.136,Normal,93.6,Stability_Loss,15.64
R023603,2026-08-07 01:11,HIGH_LOAD_OPERATION,WHL-301,Wheel Loader,Large Wheel Loader,12802.2,8.23,88.2,71.2,4.48,30.39,54.3,96.4,OP1050,Expert,12.2,Night,89.7,8.5,80.7,11,75.3,7.89,111.9,84,7.6,Power,Forward,1,0,4,78.4,0,Unfastened,8.89,Material_Pile,0,11.0,Clear,0,1,Light_Rain,44.7,25.2,22.2,Wet,Stockpile,Zone D,Night_Floodlit,TSK-023603,Stockpiling,3,655.6,655.6,104.6,0.932,109.9,110.6,57.8,83.1,CRITICAL,0,0.0625,Normal,7.3,Stability_Loss,11.35
R033752,2026-08-07 01:11,EXCESSIVE_IDLE,EXC-210,Excavator,Medium Excavator (20t class),4148.3,2.53,77.5,56.3,0.49,10.82,77.2,63.8,OP1035,Experienced,6.7,Night,86.6,24.2,90.5,1,83.1,1.45,72.2,544,132.0,Standard,Swinging,3,6,17,94.9,5,Fastened,7.52,Vehicle,0,0.5,Clear,0,0,Light_Rain,60.6,22.1,15.7,Dry,Flat,Zone A,Night_Floodlit,TSK-033752,Excavation,3,790.1,790.1,214.4,0.599,210.7,318.4,55.9,6.7,LOW,1,0.9904,Excessive_Idle,136.6,No_Incident,14.14
R038274,2026-08-07 01:12,NORMAL_OPERATION,EXC-202,Excavator,Medium Excavator (20t class),14260.2,10.53,84.8,63.7,0.49,13.58,55.0,69.6,OP1002,Experienced,5.2,Night,77.3,26.5,91.7,2,67.8,1.38,69.1,318,68.8,Standard,Swinging,3,2,26,75.6,1,Fastened,10.15,Worker,0,7.2,Clear,0,0,Light_Rain,62.4,24.5,0.2,Wet,Gentle_Slope,Zone A,Night_Floodlit,TSK-038274,Trenching,5,438.5,438.5,158.0,0.444,152.0,313.6,69.7,28.4,LOW,0,0.1771,Normal,178.4,No_Incident,6.29
R011785,2026-08-07 01:26,EFFICIENT_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),4171.7,2.53,80.5,56.5,0.07,12.97,80.9,72.4,OP1035,Experienced,6.7,Night,86.6,24.2,93.1,1,83.1,1.68,84.1,399,32.5,Standard,Swinging,1,1,13,97.5,2,Fastened,10.01,Utility_Marker,0,6.4,Clear,0,0,Fog,18.5,21.7,28.9,Dry,Trench_Edge,Zone C,Night_Floodlit,TSK-011785,Backfilling,4,670.3,670.3,161.6,0.644,151.9,194.3,42.6,12.3,LOW,0,0.1085,Normal,70.0,No_Incident,15.75
R010419,2026-08-07 01:28,UNSAFE_OPERATION,EXC-223,Excavator,Large Excavator (30t class),9819.6,7.43,79.4,64.2,2.66,21.64,74.9,73.9,OP1027,Expert,24.2,Night,85.9,18.4,100.0,5,86.2,2.47,79.4,131,18.2,Standard,Reverse,7,7,24,77.8,2,Unfastened,6.62,Vehicle,0,5.8,Clear,0,0,Fog,27.6,22.2,26.7,Dry,Flat,Zone C,Night_Floodlit,TSK-010419,Trenching,4,322.8,322.8,94.5,0.447,83.9,127.7,45.8,55.2,HIGH,1,0.9471,Repeated_Harsh_Events,63.5,No_Incident,7.05
R019533,2026-08-07 01:34,NORMAL_OPERATION,EXC-219,Excavator,Large Excavator (30t class),3615.2,2.53,77.4,56.6,0.46,16.08,90.3,60.2,OP1035,Experienced,6.7,Night,86.6,24.2,90.6,1,83.1,2.36,68.3,241,33.1,Standard,Swinging,3,1,8,90.2,0,Fastened,8.28,Worker,0,0.2,Clear,0,0,Clear,58.2,25.0,25.0,Dry,Flat,Zone A,Night_Floodlit,TSK-019533,Excavation,4,566.8,566.8,127.4,0.896,113.4,130.5,35.5,11.4,LOW,0,0.1655,Normal,14.0,No_Incident,15.95
R020755,2026-08-07 01:34,EFFICIENT_OPERATION,WHL-306,Wheel Loader,Large Wheel Loader,9705.9,5.93,80.4,56.8,6.85,13.4,64.1,54.5,OP1031,Experienced,6.6,Night,65.6,16.9,63.0,0,45.4,5.71,81.6,76,8.5,Eco,Forward,0,0,5,74.9,1,Fastened,11.1,Vehicle,0,1.6,Clear,0,0,Clear,42.9,24.2,30.6,Dry,Flat,Zone D,Night_Poor,TSK-020755,Loading,2,433.6,433.6,88.3,0.486,69.0,79.5,17.6,41.1,MEDIUM,0,0.0818,Normal,43.2,No_Incident,24.59
R018436,2026-08-07 01:38,NORMAL_OPERATION,WHL-316,Wheel Loader,Large Wheel Loader,14563.7,9.93,83.5,60.5,4.23,22.85,64.8,74.7,OP1119,Intermediate,2.0,Night,73.8,12.0,61.5,1,49.9,4.97,71.7,159,24.3,Standard,Forward,5,3,17,83.4,1,Fastened,17.73,No_Object,0,11.5,Clear,0,0,Clear,67.4,27.7,33.7,Loose,Stockpile,Zone D,Night_Floodlit,TSK-018436,Loading,3,786.7,786.7,146.2,0.105,125.3,217.4,85.0,66.3,HIGH,0,0.0486,Normal,195.5,No_Incident,9.25
R036514,2026-08-07 01:39,STEEP_TERRAIN,EXC-208,Excavator,Large Excavator (30t class),6178.1,4.23,81.3,65.4,0.54,16.53,80.4,79.1,OP1010,Experienced,7.0,Night,71.3,28.9,81.9,1,68.2,1.88,59.9,539,128.9,Eco,Swinging,5,4,49,79.8,7,Fastened,5.76,Structure,0,27.3,Warning,0,0,Cloudy,62.8,29.8,21.1,Dry,Embankment,Zone E,Night_Floodlit,TSK-036514,Loading,4,1010.1,1010.1,273.7,0.241,191.9,471.6,125.5,57.0,HIGH,0,0.0841,Normal,348.3,No_Incident,8.05
R016092,2026-08-07 01:40,NORMAL_OPERATION,WHL-315,Wheel Loader,Medium Wheel Loader,10193.4,7.33,83.0,58.2,4.75,14.68,72.7,70.8,OP1043,Expert,10.4,Night,83.5,13.6,84.4,4,58.2,2.79,61.2,239,20.0,Standard,Forward,2,2,21,84.3,1,Fastened,17.45,No_Object,0,6.8,Clear,0,0,Clear,63.3,22.3,17.7,Loose,Stockpile,Zone D,Night_Floodlit,TSK-016092,Stockpiling,2,667.0,667.0,160.9,0.401,150.2,194.4,47.0,28.3,LOW,0,0.0516,Normal,107.2,No_Incident,14.18
R029869,2026-08-07 01:45,NORMAL_OPERATION,WHL-311,Wheel Loader,Medium Wheel Loader,2465.6,1.63,79.1,54.1,5.51,10.03,79.8,54.4,OP1006,Experienced,8.9,Night,78.9,23.8,81.0,1,64.8,3.18,69.7,141,26.3,Standard,Reverse,1,0,9,82.7,1,Fastened,19.42,No_Object,0,0.0,Clear,0,0,Light_Rain,27.5,24.6,9.5,Wet,Flat,Zone D,Night_Poor,TSK-029869,Material_Transfer,1,447.1,447.1,109.8,0.475,115.8,138.0,23.3,19.0,LOW,0,0.0586,Normal,67.2,No_Incident,19.19
R017185,2026-08-07 01:54,EFFICIENT_OPERATION,EXC-206,Excavator,Large Excavator (30t class),12511.1,10.23,82.2,59.9,0.48,12.08,66.5,60.8,OP1053,Novice,0.9,Night,65.2,33.0,60.0,0,35.8,2.78,84.1,114,14.6,Eco,Stationary,0,1,6,69.9,1,Unfastened,11.92,Worker,0,7.6,Clear,0,0,Clear,69.4,27.5,18.1,Dry,Gentle_Slope,Zone C,Night_Floodlit,TSK-017185,Backfilling,3,315.6,315.6,103.5,0.58,53.7,75.0,14.8,26.5,LOW,0,0.0262,Normal,28.7,No_Incident,21.28
R036049,2026-08-07 01:59,MACHINE_OVERHEATING,WHL-301,Wheel Loader,Large Wheel Loader,12901.9,8.23,106.9,85.7,6.42,17.76,28.7,53.8,OP1050,Expert,12.2,Night,89.7,8.5,82.3,11,75.3,4.87,70.8,149,12.3,Eco,Forward,6,1,5,77.2,2,Fastened,15.71,No_Object,0,1.2,Clear,0,0,Clear,76.2,26.9,17.3,Dry,Flat,Zone D,Night_Floodlit,TSK-036049,Stockpiling,2,722.4,722.4,117.5,0.207,121.1,140.9,42.6,57.0,HIGH,0,0.1034,Normal,105.5,No_Incident,16.96
R003623,2026-08-07 02:01,EXCESSIVE_IDLE,WHL-313,Wheel Loader,Medium Wheel Loader,7111.2,4.33,80.5,60.1,6.8,8.83,73.3,61.1,OP1006,Experienced,8.9,Night,78.9,23.8,80.2,1,64.8,3.77,81.7,160,66.1,Standard,Forward,2,2,9,79.7,1,Fastened,20.0,No_Object,0,1.9,Clear,0,0,Cloudy,69.4,24.2,15.5,Dry,Flat,Zone B,Night_Floodlit,TSK-003623,Loading,3,599.7,599.7,145.7,0.894,128.3,181.2,27.0,25.4,LOW,1,0.9996,Excessive_Idle,18.3,No_Incident,22.18
R011053,2026-08-07 02:04,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),12302.1,10.23,79.2,61.8,0.06,14.91,64.9,65.4,OP1053,Novice,0.9,Night,65.2,33.0,55.9,0,35.8,1.94,64.0,101,33.7,Standard,Swinging,1,3,16,62.3,0,Fastened,11.74,No_Object,0,0.0,Clear,0,0,Cloudy,57.2,22.8,12.0,Dry,Flat,Zone C,Night_Floodlit,TSK-011053,Trenching,4,195.2,195.2,85.2,0.064,50.8,121.7,29.6,11.6,LOW,0,0.1015,Normal,114.2,No_Incident,6.58
R017361,2026-08-07 02:10,POOR_WEATHER,EXC-203,Excavator,Large Excavator (30t class),14246.4,9.03,82.4,64.2,1.89,14.54,53.3,62.3,OP1069,Intermediate,3.2,Night,68.9,27.8,63.9,0,68.7,1.95,64.0,173,65.0,Eco,Forward,2,3,21,73.9,1,Fastened,7.46,Structure,0,8.5,Clear,0,0,Heavy_Rain,32.8,24.6,20.6,Muddy,Trench_Edge,Zone C,Night_Poor,TSK-017361,Trenching,2,336.1,336.1,125.9,0.592,87.4,226.6,55.6,50.4,MEDIUM,0,0.0753,Normal,82.9,No_Incident,6.04
R022019,2026-08-07 02:14,NORMAL_OPERATION,EXC-214,Excavator,Large Excavator (30t class),11547.9,8.53,84.6,68.9,0.37,17.47,60.7,72.0,OP1090,Experienced,8.5,Night,85.2,25.5,85.1,4,80.5,2.5,79.3,51,10.7,Standard,Swinging,0,0,2,86.8,0,Fastened,4.87,Material_Pile,0,2.8,Warning,0,0,Clear,77.3,28.5,18.1,Dry,Flat,Zone C,Night_Floodlit,TSK-022019,Trenching,4,125.2,125.2,40.8,0.879,32.5,47.3,13.4,10.8,LOW,0,0.0526,Normal,5.0,No_Incident,9.34
R022755,2026-08-07 02:15,LOW_VISIBILITY,WHL-316,Wheel Loader,Large Wheel Loader,14711.4,9.93,80.5,60.6,5.88,19.81,61.8,63.1,OP1119,Intermediate,2.0,Night,73.8,12.0,62.0,1,49.9,5.53,76.3,101,11.5,Standard,Forward,0,3,16,73.0,6,Fastened,5.61,Worker,0,3.3,Warning,0,0,Fog,31.3,22.4,32.0,Dry,Flat,Zone B,Night_Floodlit,TSK-022755,Loading,2,556.4,556.4,104.1,0.518,88.6,142.8,44.4,42.3,MEDIUM,0,0.3054,Normal,66.8,No_Incident,12.53
R006120,2026-08-07 02:23,NORMAL_OPERATION,EXC-216,Excavator,Medium Excavator (20t class),14498.1,9.93,86.6,68.3,2.17,21.16,52.2,79.1,OP1092,Novice,0.6,Night,67.1,21.2,66.4,0,43.2,1.52,76.9,305,24.6,Power,Reverse,2,1,9,75.7,1,Fastened,16.87,No_Object,0,14.5,Clear,0,0,Clear,64.9,25.0,28.1,Dry,Embankment,Zone E,Night_Floodlit,TSK-006120,Backfilling,3,463.8,463.8,140.3,0.103,105.1,152.2,51.5,59.4,HIGH,0,0.1104,Normal,136.2,No_Incident,9.0
R010922,2026-08-07 02:26,NORMAL_OPERATION,EXC-222,Excavator,Medium Excavator (20t class),9834.0,6.33,77.7,55.1,2.84,11.28,78.8,52.1,OP1090,Experienced,8.5,Night,85.2,25.5,84.6,4,80.5,1.28,67.3,578,53.6,Eco,Reverse,4,1,16,76.8,3,Fastened,5.09,Structure,0,0.8,Warning,0,0,Cloudy,61.6,24.1,21.1,Dry,Flat,Zone A,Night_Floodlit,TSK-010922,Excavation,2,739.9,739.9,226.0,0.229,197.3,242.5,46.2,18.8,LOW,0,0.3628,Normal,182.0,No_Incident,16.02
R009079,2026-08-07 02:27,UNSAFE_OPERATION,EXC-208,Excavator,Large Excavator (30t class),6093.5,4.23,81.5,60.3,2.78,17.56,73.4,68.1,OP1090,Experienced,8.5,Night,85.2,25.5,89.3,4,80.5,1.93,62.4,389,63.7,Standard,Forward,22,13,80,71.5,2,Fastened,3.8,Worker,0,6.0,Warning,0,0,Light_Rain,47.4,23.7,18.1,Wet,Flat,Zone B,Night_Floodlit,TSK-009079,Loading,3,747.8,747.8,146.4,0.594,142.1,263.4,76.1,69.6,HIGH,1,0.9601,Repeated_Harsh_Events,106.3,No_Incident,9.82
R009009,2026-08-07 02:30,HIGH_LOAD_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),4131.6,2.53,83.7,61.6,2.61,15.94,80.2,80.9,OP1035,Experienced,6.7,Night,86.6,24.2,90.5,1,83.1,2.07,103.1,437,31.0,Power,Forward,1,1,8,96.4,3,Fastened,7.08,Structure,0,0.9,Clear,0,0,Cloudy,65.2,25.9,29.9,Dry,Flat,Zone A,Night_Floodlit,TSK-009009,Excavation,3,906.0,906.0,276.6,0.288,241.6,186.1,50.0,13.0,LOW,0,0.0588,Normal,138.7,No_Incident,18.1
R023606,2026-08-07 02:31,UNSAFE_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,5176.6,3.43,80.9,57.5,5.03,16.81,83.3,75.7,OP1082,Experienced,5.9,Night,79.8,42.4,79.7,1,72.2,4.01,57.4,105,64.2,Power,Reverse,6,3,25,69.9,4,Fastened,4.38,Material_Pile,0,9.6,Warning,0,0,Heavy_Rain,31.7,20.7,30.4,Muddy,Haul_Road,Zone B,Night_Floodlit,TSK-023606,Loading,2,417.7,417.7,88.8,0.44,66.5,177.4,51.8,58.4,HIGH,0,0.337,Normal,99.8,No_Incident,8.06
R027533,2026-08-07 02:31,LOW_VISIBILITY,EXC-206,Excavator,Large Excavator (30t class),12323.6,10.23,79.8,61.5,1.42,20.95,69.2,70.4,OP1030,Intermediate,4.0,Night,74.8,13.6,58.3,1,45.5,2.55,79.7,145,15.8,Standard,Forward,0,1,13,75.1,1,Fastened,16.14,No_Object,0,3.8,Clear,0,0,Fog,15.7,21.6,34.3,Dry,Gentle_Slope,Zone E,Night_Floodlit,TSK-027533,Excavation,3,368.8,368.8,84.2,0.25,73.8,113.3,39.3,25.0,LOW,0,0.1252,Normal,83.7,No_Incident,9.38
R013051,2026-08-07 02:36,LOW_VISIBILITY,WHL-313,Wheel Loader,Medium Wheel Loader,7101.9,4.33,79.7,54.2,6.24,10.71,73.4,51.8,OP1091,Expert,18.7,Night,83.4,23.6,67.3,1,71.3,3.52,74.2,326,83.2,Standard,Forward,7,2,26,90.8,6,Fastened,7.06,Material_Pile,0,0.2,Clear,0,0,Dust_Wind,16.7,26.5,80.5,Dry,Haul_Road,Zone F,Night_Poor,TSK-013051,Material_Transfer,3,1146.1,1146.1,304.9,0.092,296.8,414.6,71.4,25.4,LOW,0,0.0439,Normal,362.8,No_Incident,16.04
R033193,2026-08-07 03:10,HIGH_LOAD_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,5076.5,3.43,84.5,65.0,6.89,22.63,79.8,88.1,OP1082,Experienced,5.9,Night,79.8,42.4,80.4,1,72.2,6.76,93.3,159,36.9,Power,Forward,2,0,5,68.0,1,Fastened,11.26,No_Object,0,8.8,Clear,0,0,Cloudy,65.3,29.4,38.0,Dry,Stockpile,Zone D,Night_Floodlit,TSK-033193,Loading,1,1075.3,1075.3,215.0,0.221,171.2,131.4,48.1,46.6,MEDIUM,0,0.1586,Normal,100.5,No_Incident,22.34
R011365,2026-08-07 03:12,PROXIMITY_HAZARD,EXC-215,Excavator,Medium Excavator (20t class),11866.0,9.03,81.9,63.9,2.83,13.92,65.8,70.2,OP1115,Intermediate,3.0,Night,71.6,16.6,59.0,1,45.2,1.28,68.5,434,39.4,Standard,Reverse,9,10,50,66.8,8,Fastened,3.14,Vehicle,0,0.8,Warning,1,1,Cloudy,44.9,27.3,18.2,Dry,Flat,Zone C,Night_Poor,TSK-011365,Excavation,4,555.9,555.9,201.8,0.273,148.2,286.9,64.4,58.7,HIGH,0,0.1976,Normal,211.1,Harsh_Maneuver,8.63
R027534,2026-08-07 03:13,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),12385.4,10.23,81.6,62.6,2.77,23.9,68.5,74.6,OP1044,Experienced,6.8,Night,79.9,12.4,78.5,1,74.4,2.61,81.1,196,10.3,Standard,Forward,4,1,4,94.4,2,Fastened,12.73,Vehicle,0,10.4,Clear,0,0,Clear,74.3,21.2,36.6,Dry,Embankment,Zone E,Night_Floodlit,TSK-027534,Excavation,3,511.3,511.3,100.1,0.845,102.3,110.9,42.0,28.7,LOW,0,0.0888,Normal,18.9,No_Incident,12.18
R037360,2026-08-07 03:20,EXCESSIVE_IDLE,EXC-205,Excavator,Medium Excavator (20t class),12278.4,10.53,83.1,59.9,1.44,10.93,74.6,80.9,OP1058,Experienced,7.2,Night,86.4,23.8,91.9,1,82.6,1.28,67.1,202,54.7,Standard,Reverse,3,0,22,77.0,2,Fastened,10.59,Worker,0,16.3,Clear,0,0,Light_Rain,49.4,21.6,19.6,Wet,Embankment,Zone E,Night_Floodlit,TSK-037360,Excavation,3,462.7,258.7,143.9,0.394,123.4,167.4,29.8,36.2,MEDIUM,1,0.8937,Excessive_Idle,95.5,No_Incident,8.68
R029489,2026-08-07 03:24,POOR_WEATHER,EXC-224,Excavator,Large Excavator (30t class),15792.1,9.73,81.6,64.9,2.39,16.26,52.9,69.9,OP1090,Experienced,8.5,Night,85.2,25.5,88.6,4,80.5,2.97,94.4,81,25.7,Standard,Reverse,2,1,6,75.9,3,Fastened,6.87,Material_Pile,0,3.5,Clear,0,0,Heavy_Rain,33.7,20.0,9.3,Wet,Trench_Edge,Zone C,Night_Floodlit,TSK-029489,Trenching,4,308.0,240.1,93.5,0.282,80.1,127.9,36.0,65.7,HIGH,0,0.1496,Normal,96.6,No_Incident,6.67
R000188,2026-08-07 03:26,LOW_VISIBILITY,WHL-316,Wheel Loader,Large Wheel Loader,14571.4,9.93,79.6,59.9,4.66,17.95,64.5,54.4,OP1099,Experienced,6.7,Night,68.8,33.6,78.0,1,55.9,5.04,75.1,113,34.4,Standard,Reverse,1,1,11,72.8,1,Fastened,7.68,Worker,0,0.4,Clear,0,0,Light_Rain,23.1,24.9,0.0,Wet,Flat,Zone B,Night_Poor,TSK-000188,Loading,2,568.3,568.3,117.3,0.454,90.5,130.1,37.9,50.6,MEDIUM,0,0.039,Normal,76.6,No_Incident,14.98
R032694,2026-08-07 06:17,PROXIMITY_HAZARD,EXC-219,Excavator,Large Excavator (30t class),3480.9,2.54,80.1,59.8,2.25,13.77,89.8,63.3,OP1046,Novice,1.9,Morning,71.3,15.7,64.1,2,46.4,2.25,72.7,131,15.4,Eco,Reverse,2,4,5,64.2,4,Fastened,2.11,Worker,1,7.5,Violated,0,1,Cloudy,86.5,31.1,30.1,Dry,Gentle_Slope,Zone A,Daylight,TSK-032694,Trenching,3,293.2,293.2,100.4,0.062,76.2,137.4,31.9,88.7,CRITICAL,0,0.0874,Normal,129.9,Proximity_Near_Miss,9.2
R001673,2026-08-07 06:26,EFFICIENT_OPERATION,EXC-218,Excavator,Medium Excavator (20t class),9352.0,7.44,79.7,61.1,2.26,13.47,69.0,66.2,OP1096,Intermediate,2.5,Morning,76.6,12.8,64.6,3,49.0,1.35,69.6,332,17.1,Eco,Forward,0,1,15,77.1,1,Fastened,15.53,No_Object,0,5.0,Clear,0,0,Heavy_Rain,41.5,25.1,16.0,Muddy,Gentle_Slope,Zone E,Daylight,TSK-001673,Excavation,3,446.7,446.7,135.8,0.626,119.1,238.0,51.9,22.0,LOW,0,0.0108,Normal,88.3,No_Incident,8.61
R035939,2026-08-07 06:33,NORMAL_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),2699.0,1.64,84.6,60.0,1.61,13.95,90.9,73.9,OP1085,Intermediate,2.0,Morning,63.6,30.1,69.6,2,34.8,1.47,71.0,397,47.5,Power,Forward,6,1,25,71.4,2,Fastened,12.31,No_Object,0,8.1,Clear,0,0,Light_Rain,85.8,29.0,8.5,Wet,Embankment,Zone A,Daylight,TSK-035939,Backfilling,3,581.7,581.7,198.0,0.135,131.8,217.0,53.1,18.6,LOW,0,0.1132,Normal,193.9,No_Incident,10.95
R004432,2026-08-07 06:34,EXCESSIVE_IDLE,EXC-201,Excavator,Large Excavator (30t class),9032.8,5.94,82.0,62.1,0.0,18.61,77.4,73.3,OP1051,Intermediate,4.1,Morning,68.4,11.0,80.7,2,62.1,2.91,88.7,167,25.1,Standard,Swinging,0,1,7,78.6,0,Fastened,16.78,No_Object,0,1.9,Clear,0,0,Light_Rain,83.3,28.0,9.1,Wet,Flat,Zone A,Daylight,TSK-004432,Backfilling,3,485.0,485.0,85.5,0.453,82.5,94.4,29.1,13.8,LOW,1,0.9999,Excessive_Idle,50.1,No_Incident,16.66
